Year,Month,Stage of processing number,Stage of processing details,Index Value,
2019,AUG,2.2,Materials and components for construction,104.5,
2019,AUG,2.3,Processed fuels and lubricants,121.3,
2019,AUG,2.4,Containers,114.3,
2019,AUG,2.5,Supplies,116.5,
2019,AUG,2.5.1,Manufacturing industries,115.4,
2019,AUG,2.5.2,Non-manufacturing industries,115.8,
2019,AUG,2.5.2.1,Feeds,119.5,
2019,AUG,2.5.2.2,Other supplies,115.1,
2019,AUG,3,Finished goods,101.8,
2019,AUG,3.1,Finished consumer goods,106.4,
2019,AUG,3.1.1,Finished consumer foods,114.3,
2019,AUG,3.1.1.1,Crude,141.6,
2019,AUG,3.1.1.2,Processed,111.6,
2019,AUG,3.1.2,Finished consumer goods excluding foods,103.0,
2019,AUG,3.1.2.1,Durable,95.7,
2019,AUG,3.1.2.2,Semi-durable,112.2,
2019,AUG,3.1.2.3,Non-durable,102.0,
2019,AUG,3.2,Capital equipment,100.3,
2019,AUG,3.2.1,Manufacturing industries,98.8,
2019,AUG,3.2.2,Non-manufacturing industries,100.8,
2019,SEP,Total,Total,105.3,
2019,SEP,1,Crude materials for further processing,106.2,
2019,SEP,1.1,Foodstuffs and feedstuffs,129.0,
2019,SEP,1.2,Non-food materials,100.5,
2019,SEP,1.2.1,Non-food materials except fuel,74.8,
2019,SEP,1.2.2,Crude fuel,112.2,
2019,SEP,2,Intermediate materials supplies and components,106.4,
2019,SEP,2.1,Materials and components for manufacturing,99.5,
2019,SEP,2.1.1,Materials for food manufacturing,82.2,
2019,SEP,2.1.2,Materials for others manufacturing,104.5,
2019,SEP,2.2,Materials and components for construction,104.8,
2019,SEP,2.3,Processed fuels and lubricants,120.0,
2019,SEP,2.4,Containers,114.4,
2019,SEP,2.5,Supplies,116.9,
2019,SEP,2.5.1,Manufacturing industries,115.1,
2019,SEP,2.5.2,Non-manufacturing industries,117.1,
2019,SEP,2.5.2.1,Feeds,118.9,
2019,SEP,2.5.2.2,Other supplies,116.9,
2019,SEP,3,Finished goods,102.1,
2019,SEP,3.1,Finished consumer goods,106.6,
2019,SEP,3.1.1,Finished consumer foods,114.0,
2019,SEP,3.1.1.1,Crude,139.8,
2019,SEP,3.1.1.2,Processed,111.5,
2019,SEP,3.1.2,Finished consumer goods excluding foods,103.4,
2019,SEP,3.1.2.1,Durable,96.8,
2019,SEP,3.1.2.2,Semi-durable,112.3,
2019,SEP,3.1.2.3,Non-durable,102.1,
2019,SEP,3.2,Capital equipment,100.7,
2019,SEP,3.2.1,Manufacturing industries,98.7,
2019,SEP,3.2.2,Non-manufacturing industries,101.5,
2019,OCT,Total,Total,105.1,
2019,OCT,1,Crude materials for further processing,104.4,
2019,OCT,1.1,Foodstuffs and feedstuffs,128.0,
2019,OCT,1.2,Non-food materials,98.5,
2019,OCT,1.2.1,Non-food materials except fuel,75.0,
2019,OCT,1.2.2,Crude fuel,109.1,
2019,OCT,2,Intermediate materials supplies and components,106.8,
2019,OCT,2.1,Materials and components for manufacturing,99.5,
2019,OCT,2.1.1,Materials for food manufacturing,83.4,
2019,OCT,2.1.2,Materials for others manufacturing,104.4,
2019,OCT,2.2,Materials and components for construction,104.7,
2019,OCT,2.3,Processed fuels and lubricants,121.4,
2019,OCT,2.4,Containers,114.3,
2019,OCT,2.5,Supplies,117.4,
2019,OCT,2.5.1,Manufacturing industries,116.2,
2019,OCT,2.5.2,Non-manufacturing industries,116.8,
2019,OCT,2.5.2.1,Feeds,118.1,
2019,OCT,2.5.2.2,Other supplies,116.6,
2019,OCT,3,Finished goods,101.8,
2019,OCT,3.1,Finished consumer goods,106.6,
2019,OCT,3.1.1,Finished consumer foods,114.1,
2019,OCT,3.1.1.1,Crude,138.7,
2019,OCT,3.1.1.2,Processed,111.6,
2019,OCT,3.1.2,Finished consumer goods excluding foods,103.3,
2019,OCT,3.1.2.1,Durable,96.9,
2019,OCT,3.1.2.2,Semi-durable,112.2,
2019,OCT,3.1.2.3,Non-durable,102.0,
2019,OCT,3.2,Capital equipment,100.2,
2019,OCT,3.2.1,Manufacturing industries,98.5,
2019,OCT,3.2.2,Non-manufacturing industries,100.9,
2019,NOV,Total,Total,106.5,
2019,NOV,1,Crude materials for further processing,111.2,
2019,NOV,1.1,Foodstuffs and feedstuffs,127.4,
2019,NOV,1.2,Non-food materials,106.6,
2019,NOV,1.2.1,Non-food materials except fuel,89.4,
2019,NOV,1.2.2,Crude fuel,114.0,
2019,NOV,2,Intermediate materials supplies and components,107.2,
2019,NOV,2.1,Materials and components for manufacturing,99.7,
2019,NOV,2.1.1,Materials for food manufacturing,84.7,
2019,NOV,2.1.2,Materials for others manufacturing,104.4,
2019,NOV,2.2,Materials and components for construction,104.3,
2019,NOV,2.3,Processed fuels and lubricants,122.9,
2019,NOV,2.4,Containers,113.8,
2019,NOV,2.5,Supplies,117.4,
2019,NOV,2.5.1,Manufacturing industries,116.4,
2019,NOV,2.5.2,Non-manufacturing industries,116.5,
2019,NOV,2.5.2.1,Feeds,117.9,
2019,NOV,2.5.2.2,Other supplies,116.2,
2019,NOV,3,Finished goods,101.6,
2019,NOV,3.1,Finished consumer goods,106.5,
2019,NOV,3.1.1,Finished consumer foods,114.2,
2019,NOV,3.1.1.1,Crude,135.4,
2019,NOV,3.1.1.2,Processed,112.0,
2019,NOV,3.1.2,Finished consumer goods excluding foods,103.1,
2019,NOV,3.1.2.1,Durable,96.5,
2019,NOV,3.1.2.2,Semi-durable,112.2,
2019,NOV,3.1.2.3,Non-durable,101.8,
2019,NOV,3.2,Capital equipment,99.8,
2019,NOV,3.2.1,Manufacturing industries,98.5,
2019,NOV,3.2.2,Non-manufacturing industries,100.2,
2019,DEC,Total,Total,107.4,
2019,DEC,1,Crude materials for further processing,115.1,
2019,DEC,1.1,Foodstuffs and feedstuffs,128.1,
2019,DEC,1.2,Non-food materials,110.9,
2019,DEC,1.2.1,Non-food materials except fuel,92.6,
2019,DEC,1.2.2,Crude fuel,118.9,
2019,DEC,2,Intermediate materials supplies and components,107.2,
2019,DEC,2.1,Materials and components for manufacturing,100.4,
2019,DEC,2.1.1,Materials for food manufacturing,88.1,
2019,DEC,2.1.2,Materials for others manufacturing,104.5,
2019,DEC,2.2,Materials and components for construction,104.5,
2019,DEC,2.3,Processed fuels and lubricants,120.8,
2019,DEC,2.4,Containers,113.5,
2019,DEC,2.5,Supplies,117.8,
2019,DEC,2.5.1,Manufacturing industries,117.3,
2019,DEC,2.5.2,Non-manufacturing industries,116.2,
2019,DEC,2.5.2.1,Feeds,118.3,
2019,DEC,2.5.2.2,Other supplies,115.8,
2019,DEC,3,Finished goods,102.1,
2019,DEC,3.1,Finished consumer goods,106.8,
2019,DEC,3.1.1,Finished consumer foods,114.6,
2019,DEC,3.1.1.1,Crude,137.8,
2019,DEC,3.1.1.2,Processed,112.2,
2019,DEC,3.1.2,Finished consumer goods excluding foods,103.4,
2019,DEC,3.1.2.1,Durable,96.7,
2019,DEC,3.1.2.2,Semi-durable,112.3,
2019,DEC,3.1.2.3,Non-durable,102.2,
2019,DEC,3.2,Capital equipment,100.6,
2019,DEC,3.2.1,Manufacturing industries,99.1,
2019,DEC,3.2.2,Non-manufacturing industries,101.0,
2020,JAN,Total,Total,107.3,
2020,JAN,1,Crude materials for further processing,113.9,
2020,JAN,1.1,Foodstuffs and feedstuffs,128.6,
2020,JAN,1.2,Non-food materials,109.4,
2020,JAN,1.2.1,Non-food materials except fuel,98.0,
2020,JAN,1.2.2,Crude fuel,114.1,
2020,JAN,2,Intermediate materials supplies and components,107.6,
2020,JAN,2.1,Materials and components for manufacturing,101.4,
2020,JAN,2.1.1,Materials for food manufacturing,92.7,
2020,JAN,2.1.2,Materials for others manufacturing,104.8,
2020,JAN,2.2,Materials and components for construction,104.8,
2020,JAN,2.3,Processed fuels and lubricants,119.9,
2020,JAN,2.4,Containers,113.7,
2020,JAN,2.5,Supplies,117.8,
2020,JAN,2.5.1,Manufacturing industries,117.8,
2020,JAN,2.5.2,Non-manufacturing industries,115.5,
2020,JAN,2.5.2.1,Feeds,118.0,
2020,JAN,2.5.2.2,Other supplies,115.1,
2020,JAN,3,Finished goods,101.8,
2020,JAN,3.1,Finished consumer goods,106.9,
2020,JAN,3.1.1,Finished consumer foods,114.7,
2020,JAN,3.1.1.1,Crude,138.6,
2020,JAN,3.1.1.2,Processed,112.2,
2020,JAN,3.1.2,Finished consumer goods excluding foods,103.5,
2020,JAN,3.1.2.1,Durable,97.2,
2020,JAN,3.1.2.2,Semi-durable,112.1,
2020,JAN,3.1.2.3,Non-durable,102.2,
2020,JAN,3.2,Capital equipment,100.0,
2020,JAN,3.2.1,Manufacturing industries,98.4,
2020,JAN,3.2.2,Non-manufacturing industries,100.5,
2020,FEB,Total,Total,105.9,
2020,FEB,1,Crude materials for further processing,105.4,
2020,FEB,1.1,Foodstuffs and feedstuffs,125.7,
2020,FEB,1.2,Non-food materials,100.1,
2020,FEB,1.2.1,Non-food materials except fuel,88.1,
2020,FEB,1.2.2,Crude fuel,105.1,
2020,FEB,2,Intermediate materials supplies and components,108.2,
2020,FEB,2.1,Materials and components for manufacturing,102.4,
2020,FEB,2.1.1,Materials for food manufacturing,94.5,
2020,FEB,2.1.2,Materials for others manufacturing,105.5,
2020,FEB,2.2,Materials and components for construction,104.8,
2020,FEB,2.3,Processed fuels and lubricants,120.8,
2020,FEB,2.4,Containers,114.2,
2020,FEB,2.5,Supplies,117.1,
2020,FEB,2.5.1,Manufacturing industries,117.2,
2020,FEB,2.5.2,Non-manufacturing industries,114.7,
2020,FEB,2.5.2.1,Feeds,118.7,
2020,FEB,2.5.2.2,Other supplies,114.0,
2020,FEB,3,Finished goods,101.4,
2020,FEB,3.1,Finished consumer goods,106.7,
2020,FEB,3.1.1,Finished consumer foods,114.9,
2020,FEB,3.1.1.1,Crude,138.4,
2020,FEB,3.1.1.2,Processed,112.5,
2020,FEB,3.1.2,Finished consumer goods excluding foods,103.1,
2020,FEB,3.1.2.1,Durable,96.4,
2020,FEB,3.1.2.2,Semi-durable,111.5,
2020,FEB,3.1.2.3,Non-durable,102.1,
2020,FEB,3.2,Capital equipment,99.4,
2020,FEB,3.2.1,Manufacturing industries,97.3,
2020,FEB,3.2.2,Non-manufacturing industries,100.3,
2020,MAR,Total,Total,102.7,
2020,MAR,1,Crude materials for further processing,89.6,
2020,MAR,1.1,Foodstuffs and feedstuffs,124.7,
2020,MAR,1.2,Non-food materials,82.0,
2020,MAR,1.2.1,Non-food materials except fuel,85.8,
2020,MAR,1.2.2,Crude fuel,79.5,
2020,MAR,2,Intermediate materials supplies and components,107.6,
2020,MAR,2.1,Materials and components for manufacturing,101.9,
2020,MAR,2.1.1,Materials for food manufacturing,92.1,
2020,MAR,2.1.2,Materials for others manufacturing,105.4,
2020,MAR,2.2,Materials and components for construction,104.6,
2020,MAR,2.3,Processed fuels and lubricants,118.7,
2020,MAR,2.4,Containers,113.7,
2020,MAR,2.5,Supplies,117.4,
2020,MAR,2.5.1,Manufacturing industries,117.3,
2020,MAR,2.5.2,Non-manufacturing industries,115.1,
2020,MAR,2.5.2.1,Feeds,119.1,
2020,MAR,2.5.2.2,Other supplies,114.4,
2020,MAR,3,Finished goods,101.7,
2020,MAR,3.1,Finished consumer goods,106.6,
2020,MAR,3.1.1,Finished consumer foods,114.5,
2020,MAR,3.1.1.1,Crude,137.2,
2020,MAR,3.1.1.2,Processed,112.1,
2020,MAR,3.1.2,Finished consumer goods excluding foods,103.1,
2020,MAR,3.1.2.1,Durable,96.5,
2020,MAR,3.1.2.2,Semi-durable,111.5,
2020,MAR,3.1.2.3,Non-durable,102.1,
2020,MAR,3.2,Capital equipment,100.0,
2020,MAR,3.2.1,Manufacturing industries,97.0,
2020,MAR,3.2.2,Non-manufacturing industries,101.4,
2020,APR,Total,Total,99.9,
2020,APR,1,Crude materials for further processing,77.0,
2020,APR,1.1,Foodstuffs and feedstuffs,122.1,
2020,APR,1.2,Non-food materials,67.9,
2020,APR,1.2.1,Non-food materials except fuel,82.7,
2020,APR,1.2.2,Crude fuel,60.3,
2020,APR,2,Intermediate materials supplies and components,106.8,
2020,APR,2.1,Materials and components for manufacturing,100.9,
2020,APR,2.1.1,Materials for food manufacturing,88.4,
2020,APR,2.1.2,Materials for others manufacturing,105.0,
2020,APR,2.2,Materials and components for construction,104.8,
2020,APR,2.3,Processed fuels and lubricants,117.6,
2020,APR,2.4,Containers,113.0,
2020,APR,2.5,Supplies,117.7,
2020,APR,2.5.1,Manufacturing industries,117.1,
2020,APR,2.5.2,Non-manufacturing industries,116.1,
2020,APR,2.5.2.1,Feeds,119.8,
2020,APR,2.5.2.2,Other supplies,115.5,
2020,APR,3,Finished goods,101.8,
2020,APR,3.1,Finished consumer goods,106.6,
2020,APR,3.1.1,Finished consumer foods,114.5,
2020,APR,3.1.1.1,Crude,134.1,
2020,APR,3.1.1.2,Processed,112.3,
2020,APR,3.1.2,Finished consumer goods excluding foods,103.2,
2020,APR,3.1.2.1,Durable,97.2,
2020,APR,3.1.2.2,Semi-durable,111.6,
2020,APR,3.1.2.3,Non-durable,101.9,
2020,APR,3.2,Capital equipment,100.1,
2020,APR,3.2.1,Manufacturing industries,97.1,
2020,APR,3.2.2,Non-manufacturing industries,101.6,
2020,MAY,Total,Total,99.7,
2020,MAY,1,Crude materials for further processing,79.6,
2020,MAY,1.1,Foodstuffs and feedstuffs,125.5,
2020,MAY,1.2,Non-food materials,70.3,
2020,MAY,1.2.1,Non-food materials except fuel,74.6,
2020,MAY,1.2.2,Crude fuel,67.7,
2020,MAY,2,Intermediate materials supplies and components,105.6,
2020,MAY,2.1,Materials and components for manufacturing,100.2,
2020,MAY,2.1.1,Materials for food manufacturing,86.3,
2020,MAY,2.1.2,Materials for others manufacturing,104.6,
2020,MAY,2.2,Materials and components for construction,104.7,
2020,MAY,2.3,Processed fuels and lubricants,113.5,
2020,MAY,2.4,Containers,112.4,
2020,MAY,2.5,Supplies,117.7,
2020,MAY,2.5.1,Manufacturing industries,117.5,
2020,MAY,2.5.2,Non-manufacturing industries,115.6,
2020,MAY,2.5.2.1,Feeds,119.0,
2020,MAY,2.5.2.2,Other supplies,115.0,
2020,MAY,3,Finished goods,101.3,
2020,MAY,3.1,Finished consumer goods,106.5,
2020,MAY,3.1.1,Finished consumer foods,115.0,
2020,MAY,3.1.1.1,Crude,136.8,
2020,MAY,3.1.1.2,Processed,112.7,
2020,MAY,3.1.2,Finished consumer goods excluding foods,102.9,
2020,MAY,3.1.2.1,Durable,96.6,
2020,MAY,3.1.2.2,Semi-durable,111.8,
2020,MAY,3.1.2.3,Non-durable,101.5,
2020,MAY,3.2,Capital equipment,99.4,
2020,MAY,3.2.1,Manufacturing industries,96.4,
2020,MAY,3.2.2,Non-manufacturing industries,100.9,
2020,JUN,Total,Total,100.3,
2020,JUN,1,Crude materials for further processing,86.0,
2020,JUN,1.1,Foodstuffs and feedstuffs,128.6,
2020,JUN,1.2,Non-food materials,77.2,
2020,JUN,1.2.1,Non-food materials except fuel,86.5,
2020,JUN,1.2.2,Crude fuel,72.1,
2020,JUN,2,Intermediate materials supplies and components,104.7,
2020,JUN,2.1,Materials and components for manufacturing,98.9,
2020,JUN,2.1.1,Materials for food manufacturing,83.3,
2020,JUN,2.1.2,Materials for others manufacturing,103.7,
2020,JUN,2.2,Materials and components for construction,104.3,
2020,JUN,2.3,Processed fuels and lubricants,112.1,
2020,JUN,2.4,Containers,112.4,
2020,JUN,2.5,Supplies,118.0,
2020,JUN,2.5.1,Manufacturing industries,118.2,
2020,JUN,2.5.2,Non-manufacturing industries,115.4,
2020,JUN,2.5.2.1,Feeds,119.2,
2020,JUN,2.5.2.2,Other supplies,114.8,
2020,JUN,3,Finished goods,101.2,
2020,JUN,3.1,Finished consumer goods,106.6,
2020,JUN,3.1.1,Finished consumer foods,115.8,
2020,JUN,3.1.1.1,Crude,135.5,
2020,JUN,3.1.1.2,Processed,113.6,
2020,JUN,3.1.2,Finished consumer goods excluding foods,102.7,
2020,JUN,3.1.2.1,Durable,96.7,
2020,JUN,3.1.2.2,Semi-durable,111.6,
2020,JUN,3.1.2.3,Non-durable,101.3,
2020,JUN,3.2,Capital equipment,99.0,
2020,JUN,3.2.1,Manufacturing industries,96.3,
2020,JUN,3.2.2,Non-manufacturing industries,100.4,
2020,JUL,Total,Total,100.7,
2020,JUL,1,Crude materials for further processing,90.2,
2020,JUL,1.1,Foodstuffs and feedstuffs,125.6,
2020,JUL,1.2,Non-food materials,82.6,
2020,JUL,1.2.1,Non-food materials except fuel,89.4,
2020,JUL,1.2.2,Crude fuel,78.6,
2020,JUL,2,Intermediate materials supplies and components,103.9,
2020,JUL,2.1,Materials and components for manufacturing,99.2,
2020,JUL,2.1.1,Materials for food manufacturing,86.6,
2020,JUL,2.1.2,Materials for others manufacturing,103.3,
2020,JUL,2.2,Materials and components for construction,104.0,
2020,JUL,2.3,Processed fuels and lubricants,107.4,
2020,JUL,2.4,Containers,112.3,
2020,JUL,2.5,Supplies,118.1,
2020,JUL,2.5.1,Manufacturing industries,118.6,
2020,JUL,2.5.2,Non-manufacturing industries,115.1,
2020,JUL,2.5.2.1,Feeds,118.1,
2020,JUL,2.5.2.2,Other supplies,114.6,
2020,JUL,3,Finished goods,101.1,
2020,JUL,3.1,Finished consumer goods,106.9,
2020,JUL,3.1.1,Finished consumer foods,115.9,
2020,JUL,3.1.1.1,Crude,136.1,
2020,JUL,3.1.1.2,Processed,113.7,
2020,JUL,3.1.2,Finished consumer goods excluding foods,103.0,
2020,JUL,3.1.2.1,Durable,96.8,
2020,JUL,3.1.2.2,Semi-durable,110.8,
2020,JUL,3.1.2.3,Non-durable,102.0,
2020,JUL,3.2,Capital equipment,98.8,
2020,JUL,3.2.1,Manufacturing industries,95.7,
2020,JUL,3.2.2,Non-manufacturing industries,100.3,
2020,AUG,Total,Total,101.7,
2020,AUG,1,Crude materials for further processing,94.1,
2020,AUG,1.1,Foodstuffs and feedstuffs,123.4,
2020,AUG,1.2,Non-food materials,87.4,
2020,AUG,1.2.1,Non-food materials except fuel,99.3,
2020,AUG,1.2.2,Crude fuel,81.0,
2020,AUG,2,Intermediate materials supplies and components,104.2,
2020,AUG,2.1,Materials and components for manufacturing,100.5,
2020,AUG,2.1.1,Materials for food manufacturing,90.4,
2020,AUG,2.1.2,Materials for others manufacturing,104.1,
2020,AUG,2.2,Materials and components for construction,103.4,
2020,AUG,2.3,Processed fuels and lubricants,106.1,
2020,AUG,2.4,Containers,112.2,
2020,AUG,2.5,Supplies,117.0,
2020,AUG,2.5.1,Manufacturing industries,118.0,
2020,AUG,2.5.2,Non-manufacturing industries,113.1,
2020,AUG,2.5.2.1,Feeds,119.3,
2020,AUG,2.5.2.2,Other supplies,112.0,
2020,AUG,3,Finished goods,101.8,
2020,AUG,3.1,Finished consumer goods,106.9,
2020,AUG,3.1.1,Finished consumer foods,116.4,
2020,AUG,3.1.1.1,Crude,136.8,
2020,AUG,3.1.1.2,Processed,114.1,
2020,AUG,3.1.2,Finished consumer goods excluding foods,102.9,
2020,AUG,3.1.2.1,Durable,96.3,
2020,AUG,3.1.2.2,Semi-durable,111.0,
2020,AUG,3.1.2.3,Non-durable,102.0,
2020,AUG,3.2,Capital equipment,100.0,
2020,AUG,3.2.1,Manufacturing industries,95.7,
2020,AUG,3.2.2,Non-manufacturing industries,102.2,
2020,SEP,Total,Total,101.2,
2020,SEP,1,Crude materials for further processing,92.2,
2020,SEP,1.1,Foodstuffs and feedstuffs,122.8,
2020,SEP,1.2,Non-food materials,85.4,
2020,SEP,1.2.1,Non-food materials except fuel,103.6,
2020,SEP,1.2.2,Crude fuel,75.9,
2020,SEP,2,Intermediate materials supplies and components,104.3,
2020,SEP,2.1,Materials and components for manufacturing,101.2,
2020,SEP,2.1.1,Materials for food manufacturing,93.8,
2020,SEP,2.1.2,Materials for others manufacturing,104.2,
2020,SEP,2.2,Materials and components for construction,103.5,
2020,SEP,2.3,Processed fuels and lubricants,105.3,
2020,SEP,2.4,Containers,113.3,
2020,SEP,2.5,Supplies,116.1,
2020,SEP,2.5.1,Manufacturing industries,116.6,
2020,SEP,2.5.2,Non-manufacturing industries,113.2,
2020,SEP,2.5.2.1,Feeds,118.7,
2020,SEP,2.5.2.2,Other supplies,112.2,
2020,SEP,3,Finished goods,101.0,
2020,SEP,3.1,Finished consumer goods,107.0,
2020,SEP,3.1.1,Finished consumer foods,115.6,
2020,SEP,3.1.1.1,Crude,136.7,
2020,SEP,3.1.1.2,Processed,113.3,
2020,SEP,3.1.2,Finished consumer goods excluding foods,103.3,
2020,SEP,3.1.2.1,Durable,96.6,
2020,SEP,3.1.2.2,Semi-durable,110.9,
2020,SEP,3.1.2.3,Non-durable,102.5,
2020,SEP,3.2,Capital equipment,98.5,
2020,SEP,3.2.1,Manufacturing industries,96.0,
2020,SEP,3.2.2,Non-manufacturing industries,99.7,
2020,OCT,Total,Total,101.3,
2020,OCT,1,Crude materials for further processing,90.6,
2020,OCT,1.1,Foodstuffs and feedstuffs,122.3,
2020,OCT,1.2,Non-food materials,83.6,
2020,OCT,1.2.1,Non-food materials except fuel,105.6,
2020,OCT,1.2.2,Crude fuel,72.3,
2020,OCT,2,Intermediate materials supplies and components,105.1,
2020,OCT,2.1,Materials and components for manufacturing,102.6,
2020,OCT,2.1.1,Materials for food manufacturing,98.1,
2020,OCT,2.1.2,Materials for others manufacturing,105.0,
2020,OCT,2.2,Materials and components for construction,103.1,
2020,OCT,2.3,Processed fuels and lubricants,105.7,
2020,OCT,2.4,Containers,111.9,
2020,OCT,2.5,Supplies,116.1,
2020,OCT,2.5.1,Manufacturing industries,117.1,
2020,OCT,2.5.2,Non-manufacturing industries,112.4,
2020,OCT,2.5.2.1,Feeds,118.4,
2020,OCT,2.5.2.2,Other supplies,111.4,
2020,OCT,3,Finished goods,101.0,
2020,OCT,3.1,Finished consumer goods,107.4,
2020,OCT,3.1.1,Finished consumer foods,115.8,
2020,OCT,3.1.1.1,Crude,136.4,
2020,OCT,3.1.1.2,Processed,113.5,
2020,OCT,3.1.2,Finished consumer goods excluding foods,103.9,
2020,OCT,3.1.2.1,Durable,96.3,
2020,OCT,3.1.2.2,Semi-durable,110.8,
2020,OCT,3.1.2.3,Non-durable,103.7,
2020,OCT,3.2,Capital equipment,98.2,
2020,OCT,3.2.1,Manufacturing industries,96.5,
2020,OCT,3.2.2,Non-manufacturing industries,98.8,
2020,NOV,Total,Total,103.3,
2020,NOV,1,Crude materials for further processing,97.5,
2020,NOV,1.1,Foodstuffs and feedstuffs,121.3,
2020,NOV,1.2,Non-food materials,91.8,
2020,NOV,1.2.1,Non-food materials except fuel,124.0,
2020,NOV,1.2.2,Crude fuel,75.6,
2020,NOV,2,Intermediate materials supplies and components,106.1,
2020,NOV,2.1,Materials and components for manufacturing,103.7,
2020,NOV,2.1.1,Materials for food manufacturing,100.6,
2020,NOV,2.1.2,Materials for others manufacturing,105.8,
2020,NOV,2.2,Materials and components for construction,102.7,
2020,NOV,2.3,Processed fuels and lubricants,107.1,
2020,NOV,2.4,Containers,111.6,
2020,NOV,2.5,Supplies,116.8,
2020,NOV,2.5.1,Manufacturing industries,117.2,
2020,NOV,2.5.2,Non-manufacturing industries,114.0,
2020,NOV,2.5.2.1,Feeds,118.1,
2020,NOV,2.5.2.2,Other supplies,113.3,
2020,NOV,3,Finished goods,101.4,
2020,NOV,3.1,Finished consumer goods,108.0,
2020,NOV,3.1.1,Finished consumer foods,116.1,
2020,NOV,3.1.1.1,Crude,138.3,
2020,NOV,3.1.1.2,Processed,113.8,
2020,NOV,3.1.2,Finished consumer goods excluding foods,104.4,
2020,NOV,3.1.2.1,Durable,95.5,
2020,NOV,3.1.2.2,Semi-durable,111.2,
2020,NOV,3.1.2.3,Non-durable,104.9,
2020,NOV,3.2,Capital equipment,98.4,
2020,NOV,3.2.1,Manufacturing industries,96.5,
2020,NOV,3.2.2,Non-manufacturing industries,99.1,
2020,DEC,Total,Total,105.1,
2020,DEC,1,Crude materials for further processing,103.6,
2020,DEC,1.1,Foodstuffs and feedstuffs,122.2,
2020,DEC,1.2,Non-food materials,98.6,
2020,DEC,1.2.1,Non-food materials except fuel,131.3,
2020,DEC,1.2.2,Crude fuel,82.1,
2020,DEC,2,Intermediate materials supplies and components,107.5,
2020,DEC,2.1,Materials and components for manufacturing,104.9,
2020,DEC,2.1.1,Materials for food manufacturing,106.0,
2020,DEC,2.1.2,Materials for others manufacturing,106.2,
2020,DEC,2.2,Materials and components for construction,102.9,
2020,DEC,2.3,Processed fuels and lubricants,110.8,
2020,DEC,2.4,Containers,111.2,
2020,DEC,2.5,Supplies,116.9,
2020,DEC,2.5.1,Manufacturing industries,117.0,
2020,DEC,2.5.2,Non-manufacturing industries,114.5,
2020,DEC,2.5.2.1,Feeds,121.9,
2020,DEC,2.5.2.2,Other supplies,113.2,
2020,DEC,3,Finished goods,101.3,
2020,DEC,3.1,Finished consumer goods,108.4,
2020,DEC,3.1.1,Finished consumer foods,115.9,
2020,DEC,3.1.1.1,Crude,136.2,
2020,DEC,3.1.1.2,Processed,113.6,
2020,DEC,3.1.2,Finished consumer goods excluding foods,105.2,
2020,DEC,3.1.2.1,Durable,96.1,
2020,DEC,3.1.2.2,Semi-durable,111.6,
2020,DEC,3.1.2.3,Non-durable,105.9,
2020,DEC,3.2,Capital equipment,97.9,
2020,DEC,3.2.1,Manufacturing industries,96.2,
2020,DEC,3.2.2,Non-manufacturing industries,98.5,
2021,JAN,Total,Total,107.2,
2021,JAN,1,Crude materials for further processing,110.0,
2021,JAN,1.1,Foodstuffs and feedstuffs,124.2,
2021,JAN,1.2,Non-food materials,105.7,
2021,JAN,1.2.1,Non-food materials except fuel,135.9,
2021,JAN,1.2.2,Crude fuel,90.3,
2021,JAN,2,Intermediate materials supplies and components,108.8,
2021,JAN,2.1,Materials and components for manufacturing,106.4,
2021,JAN,2.1.1,Materials for food manufacturing,109.8,
2021,JAN,2.1.2,Materials for others manufacturing,107.2,
2021,JAN,2.2,Materials and components for construction,103.4,
2021,JAN,2.3,Processed fuels and lubricants,113.8,
2021,JAN,2.4,Containers,112.7,
2021,JAN,2.5,Supplies,116.3,
2021,JAN,2.5.1,Manufacturing industries,116.4,
2021,JAN,2.5.2,Non-manufacturing industries,113.8,
2021,JAN,2.5.2.1,Feeds,122.9,
2021,JAN,2.5.2.2,Other supplies,112.3,
2021,JAN,3,Finished goods,101.9,
2021,JAN,3.1,Finished consumer goods,109.0,
2021,JAN,3.1.1,Finished consumer foods,116.7,
2021,JAN,3.1.1.1,Crude,137.6,
2021,JAN,3.1.1.2,Processed,114.4,
2021,JAN,3.1.2,Finished consumer goods excluding foods,105.7,
2021,JAN,3.1.2.1,Durable,96.3,
2021,JAN,3.1.2.2,Semi-durable,111.2,
2021,JAN,3.1.2.3,Non-durable,106.8,
2021,JAN,3.2,Capital equipment,98.6,
2021,JAN,3.2.1,Manufacturing industries,95.1,
2021,JAN,3.2.2,Non-manufacturing industries,100.3,
2021,FEB,Total,Total,108.8,
2021,FEB,1,Crude materials for further processing,115.9,
2021,FEB,1.1,Foodstuffs and feedstuffs,126.0,
2021,FEB,1.2,Non-food materials,112.2,
2021,FEB,1.2.1,Non-food materials except fuel,139.1,
2021,FEB,1.2.2,Crude fuel,98.5,
2021,FEB,2,Intermediate materials supplies and components,109.8,
2021,FEB,2.1,Materials and components for manufacturing,107.7,
2021,FEB,2.1.1,Materials for food manufacturing,112.1,
2021,FEB,2.1.2,Materials for others manufacturing,108.4,
2021,FEB,2.2,Materials and components for construction,103.1,
2021,FEB,2.3,Processed fuels and lubricants,115.5,
2021,FEB,2.4,Containers,113.3,
2021,FEB,2.5,Supplies,115.6,
